cell_name	average_expression	binary_call	time_point_expression
ABalpappa	5726	1	5420,1040,3749,-63,2475,3796,469,4910,2544,5856,6816,2868,4361,4165,2694,4963,9374,4765,8726,8064,8533,9537,4835,6817,8162,9025,13074,8059,9241,5695,6114,7737,7636,3217
ABalpappaa	8577	1	6009,1450,6723,8988,3287,6858,6279,3999,5884,10217,7788,2254,14808,7779,6575,14065,13686,7770,3227,8517,7690,9325,7125,9241,15937,11115,10125,11370,12896,10975,11922,10574
ABalpappap	8216	1	4480,2789,7412,7097,8873,3848,10956,4952,6417,5701,8530,7870,7719,7241,6289,15112,6592,10597,9740,8293,11365,8800,9606,7583,13551,9581,6162,8331,6771,7041,11816,11807
ABalpappp	4661	1	-1903,2702,-853,20,3150,1541,3317,2313,-633,1909,585,3460,4659,3751,8201,3599,956,1466,6219,4714,8093,11555,5226,3731,5056,10691,7558,8462,7834,10054,11251,10387,4751
ABalpapppa	13984	1	6340,4970,7331,9291,9505,14007,6969,15604,7428,10952,14447,11295,17226,16517,15831,12924,15792,11494,12089,7534,10679,17323,20620,15095,15709,14626,16838,17945,16696,10324,17408,28315,32352
ABalpapppp	13093	1	3375,492,5297,4270,10413,8494,9132,7529,8937,10256,3016,9199,10613,13128,10426,13692,12216,16909,17381,16227,18583,15831,21589,17488,15707,17771,22412,20762,18496,18487,18539,12126,23262
ABalpp	-1880	0	848,-1244,-1610,-2546,-371,-2281,-1511,-1249,88,-2239,-2864,-2480,-2398,-2539,-2480,-2146,-2453,-3634,-2606
ABalppa	-1284	0	-1077,1236,-1077,-769,-161,-117,-1404,-3832,-476,-1699,-1772,-1476,-2474,-812,-802,-1256,-2603,-667,-1863,-2802,-2364,-1177,-78
ABalppaa	-1166	0	160,-392,-332,-292,-1095,-1155,-1968,697,1140,-2291,47,-58,-1261,-2594,-1277,-3341,-2718,-2438,473,-564,-1227,-2851,-1527,-3586,-2065,-300,-749,-823,403,-3858,-1301,-154
ABalppaaa	-1503	0	-7,-2240,-2605,-1383,-1714,-2791,-4140,-996,-115,-1091,-4661,-1137,-3466,-4862,-678,-1928,-5286,-3637,-2365,1061,941,549,-177,-256,-1944,185,-520,1444,-743,-1458,-2368,-983,-1660,-3657,-987,183,-2197,-565,-365
ABalppaaaa	-24	0	-1107,-708,737,1219,-402,2836,1825,3104,-1972,34,841,-5774,-326,4263,-1748,854,-3389,-724
ABalppaaap	213	0	2104,-2079,4533,-293,1781,-571,1526,-1973,-1270,-1106,-384,-531,826,2819,-1481,64,-1070,932
ABalppaap	83	0	637,923,267,-683,-1781,1053,-162,-1136,-1955,945,2169,886,-1625,159,1263,3085,-322,1686,2379,1356,-2061,455,408,2803,-2578,-675,-2235,-1861,376,3107,-180,-1789,-108,-3382,-412,-730,1061,1814
ABalppaapa	550	0	1933,242,75,1634,606,-2316,5523,-4152,-1135,-119,3659,1302,2162,-575,118,-743,-1974,1723,2488
ABalppaapp	-431	0	-2505,961,1623,-101,-1768,1172,446,-2606,-1449,-3245,2486,-1922,197,1276,-1454,1339,-2818,715,-529
ABalppap	-1420	0	-1357,-3088,-1359,-1668,-1357,-572,-3781,-833,-2327,1064,-4284,660,-1298,-3402,-1629,-2593,-1602,-1122,-199,-102,-995,1667,-1473,-2470,-1401,-844,-1321,-2088
ABalppapa	-965	0	-1197,-380,893,-1631,-1183,-394,-2864,-619,-1388,-3222,-366,-2343,-593,1083,1238,1572,-808,2228,485,-1879,-282,-1261,-2634,-1879,-1955,-4084,-1404,-2719,-331,-116,-1865,-289,1181,-714,-3500,-1515
ABalppapaa	-767	0	-565,-2741,2142,448,1616,-1463,-1950,235,-1046,-4843,544,-1800,41,-1161,-409,1310,-1146,-30,-116,-777,-1513,-2728,-784,-861,-1583
ABalppapap	-181	0	67,339,-1326,-728,-949,1369,1801,-781,-76,427,1314,62,-761,-4069,1015,-568,-46,-2238,-2363,4731,2343,-2001,1154,-1635,-1608
ABalppapp	-537	0	-2829,-1198,-385,-677,-404,336,-1353,-3444,-668,-287,-1811,-167,-2,-1011,-2808,-2411,1139,2562,-1877,-546,-952,-2442,2046,-161,1804,1272,-1740,-500,2221,-810,-2345,1305,424
ABalppappa	-860	0	-827,-248,239,-2332,-2572,-2392,-1678,2978,-3909,-1125,-188,-3340,-213,-95,-912,2983,-830,1591,-894,-757,171,-981,-949,-3446,-2213,-1920,918,-1141
ABalppappp	-357	0	-1350,1278,-2147,3502,-1456,-441,1727,1904,-3961,635,596,1713,-508,2020,-667,-1570,2308,-2175,-1322,-299,-3133,-2137,-2926,-1374,-1151,-235,2686,-1506
ABalppp	-1068	0	-1924,-703,-1462,-469,-1511,-363,1441,-2467,-468,-347,-527,-2592,-660,-1648,-1005,-2240,-170,-2614,-1016,-99,-2078,-564
ABalpppa	-738	0	251,159,-883,870,-1834,-1045,-2144,885,421,-1088,-115,-1696,-2242,-2421,400,-1591,-292,-1290,-825,1002,-835,-1853,-225,-1152,-204,-856,-1327
ABalpppaa	-167	0	1734,-1903,204,2484,-3951,2763,-205,54,-1353,1522,-2063,159,-1049,-1035,1252,2900,-1076,-2629,-1974,2273,429,61,554,-818,45,-2081,2360,-2063,-424,-1248,-4411,-294,2551,-2377,1545,19,-618,1304,1028,-341
ABalpppaaa	-772	0	552,-1363,1283,-25,817,1215,-2676,317,-2735,-2607,252,-2830,269,-246,-4232,1916,-375,2455,-2168,160,-3069,-2081,-2583
ABalpppaap	622	0	-2439,2185,-1422,4656,-697,-2599,284,751,-459,-717,1747,-820,1216,-2147,-3178,-273,2864,5091,-1039,5591,248,2382,3072
ABalpppap	-1264	0	-1611,-2763,-1060,-13,-1329,-1530,-1861,-1006,1384,313,-1323,-3879,148,-1892,-1731,-1221,-2867,-3900,1442,-896,-1705,-351,288,-3118,-1797,-1370,-743,-12,-2369,-1492,-59,-3722,-650,636,-2170
ABalpppapa	-919	0	-1598,-1527,82,-1766,-3839,-1770,233,-2619,-2939,-1784,-3917,1407,-4320,-3669,-594,-1986,2259,-1385,-3686,881,-2067,998,416,770,1435,2656,3279,-683
ABalpppapp	-385	0	-1613,1255,482,-1448,576,-2195,235,-483,-1652,-2013,-3474,4124,300,-3286,-1137,-3379,-66,-328,499,-841,-374,-1713,1229,-2726,920,2947,-217,3593
ABalpppp	-1651	0	-1715,-4044,-2693,590,1023,-1906,-1920,-409,-1184,-3057,-2214,48,-1790,-2647,1071,-3625,122,-1266,-3422,-3558,-1515,-1829,-2484,-1328,-1521
ABalppppa	-1061	0	-3423,-3412,-4308,-881,-1992,-3527,1716,1111,442,-1072,1208,340,-1607,-3,112,-2236,-689,76,-2749,-321,-1373,-775,-313,-2635,532,-1031,-445,-643,-2939,-1729,558,50,-1784,-3087,-2948,1597
ABalppppaa	-930	0	-577,-1696,-515,-1762,-2156,-1078,423,-695,-2374,149,1401,-4726,2200,-4246,-1042,3166,-1649,-1130,-599,-2279,-627,-1933,-2426,-16,393,-145,179,-2932,-265
ABalppppap	-578	0	-3605,4292,2021,826,-296,466,-1189,-601,-48,-1614,1281,-2110,-23,-247,-517,1620,-1277,-2946,-1579,-383,1573,-1073,-612,-1780,-2746,-5651,-616,562,-498
