cell_name	average_expression	binary_call	time_point_expression
ABalaaapal	-1071	0	-2679,-1636,2464,925,-2572,-3962,-2593,1506,-1176,-1969,-2525,-418,-2628,1460,-1755,-1047,4203,-3404,-4442,1383,-2688,-1734,-650,-662,-4551,2560,-330
ABalaaapar	-1996	0	-208,-1727,-597,-2040,-545,999,-558,5578,-2958,1158,-5673,-1476,-3792,-1282,-4711,2494,-2224,-1790,-3574,-2636,-5595,-1130,-2697,-3661,-4685,-7781,-2793
ABalaaapp	-1181	0	-1555,656,218,707,-1053,-1615,664,-758,-774,-2176,-1634,-2014,-4337,-383,-4400,-1629,-1607,899,-3098,-1030,-1,-2798,848,-1203,-731,-309,-1730,371,-537,-162,-940,-1077,-3273,-3298,-2250,-369,-2089,-429
ABalaaappl	-412	0	-1064,-2276,444,-1686,-2253,1798,552,-3326,3653,801,-2827,142,-435,-429,1611,-1948,-407,1378,-1161,2832,-615,-1298,-1216,817,551,-1553,-1061,-2570
ABalaaappr	-1157	0	-69,-1695,-89,-1317,827,-1000,-3612,634,-2787,-1889,-1686,-2246,1351,147,-4121,-1855,-162,-2537,-2417,-1816,-811,-2100,-4627,-651,-2850,760,1750,2475
ABalaap	-1401	0	-3623,-884,-755,-433,-1514,-899,-556,-1519,-1505,396,-136,149,-2158,-832,-1206,-1720,-3628,-622,-3522,-1571,-1465,-849,-1239,-3523
ABalaapa	-816	0	228,2194,-3697,-1396,-457,2797,-1002,-1502,-1357,-728,-386,141,-4072,746,-755,-356,1303,1147,-798,-1574,-394,-3124,-624,-821,-1027,-2141,-2532,-173,-1479,-1802,-1947,-522
ABalaapaa	-1633	0	-1375,-3062,-2205,-2268,-4363,-3265,-661,-4555,-1538,443,-2611,-1132,-2987,-1532,-1990,-2088,2000,-969,-143,-953,-2816,-1575,-2385,-1372,-1614,-3294,2163,-460,860,24,-1113,-1218,-2028,-1508,-1838,-572,-2998,-6190,-998,-427,-2343
ABalaapaaa	-1912	0	-3479,-6008,5107,-2,-2956,-3639,-5824,-2779,-2874,-1323,-5092,-161,-2767,-1472,854,-2389,-239,-2927,1271,-1548
ABalaapaap	-105	0	-89,157,-2691,-319,1451,1370,1131,262,-1546,1652,2426,-1411,-2229,-337,70,-924,-1147,2470,-2552,155
ABalaapap	-869	0	919,-3097,-3066,-2005,-2757,-2054,-1846,228,-5125,-938,-2187,307,1478,-2029,-1334,-986,-3817,-1830,-1625,-738,293,641,-282,-487,1454,1154,-61,-931,-280,2501,-154,-1384,-1959,847,2210,-1316,-2596,-1328,-1122,372,-1978,399
ABalaapapa	496	0	1382,691,1930,3828,-4271,3475,2365,1297,-596,-293,-899,-2427,4512,-700,1205,-226,652,-1577,-917
ABalaapapp	-531	0	-3870,-428,1170,910,-2862,-3564,3067,2438,-2815,1020,-707,-516,-1313,-466,829,-1797,2283,-475,-2995
ABalaapp	-910	0	1445,-687,-2673,-2779,-2134,116,-3399,-1107,-1409,-2389,-195,-1413,-121,-2988,-405,-45,-1742,-1425,-738,-1236,-1239,303,927,-68,-1654,-826,1340,2002,-1857
ABalaappa	-628	0	945,1068,761,-1144,-3626,1470,-124,983,-1109,-1502,-752,-1086,4,-1224,2186,30,799,41,-6165,-1558,-1216,-895,-3054,1434,1977,-597,-1526,-2975,-1580,311,-1548,856,-2951,-2063,-947,-2100,760,1440,-688,-2659,2296
ABalaappaa	1051	0	336,806,-989,6534,3052,112,4392,776,348,4331,369,1991,-1617,2390,315,3298,-890,-41,-3094,531,442,-1478,2265
ABalaappap	-474	0	2237,1436,4894,434,-3936,1339,-567,-1008,-2248,-2696,2093,266,-2645,-1016,-2821,-6344,-4467,-652,-2673,4201,1369,789,1115
ABalaappp	-1142	0	-3606,5240,-1393,1411,-4116,-876,-633,-2397,-461,-4180,-1327,1309,-5750,-773,1186,-1653,-1916,-3948,1447,194,-2204,-2236,-1472,1056,198,-1222,-2365,-2490,-152,-2903,-157,-233,-1787,-3162,-2454,55,1505
ABalaapppa	44	0	1796,915,-1558,663,688,784,152,2621,-811,-499,1812,-2978,2886,-2362,2900,2455,-72,2115,-304,-81,-4425,1421,-950,-5704,431,1785,-2482
ABalaapppp	-774	0	394,-1860,1245,1970,487,-4626,1696,-1352,747,-3157,-85,-1951,-848,-973,-2937,1711,-1254,-1897,-1423,161,-1776,-1306
ABalap	-857	0	270,-1990,-3591,-2194,-1145,278,434,-325,-593,-2220,-1501,-1278,-444,28,-1489,-1667,732,273,-836,111
ABalapa	-617	0	396,-1143,-2601,430,-304,-1091,-1822,-788,75,303,-303,219,1101,-1084,-33,-566,-115,-1573,1240,-1708,-1969,-1333,-1529
ABalapaa	-237	0	284,-3355,-830,-1817,688,-1340,512,-997,-690,-1264,-1851,534,2265,-739,720,650,157,665,1218,615,1305,-1042,203,948,-491,-2266,-13,-2424,2389,-1142
ABalapaaa	-303	0	619,476,-90,-3106,-658,1289,-2003,3839,-1178,112,897,578,-2327,69,-483,2655,-791,2723,2872,2599,-3540,-2114,-2267,-846,-3141,1596,1799,-2106,-2343,-401,-1862,-1228,2709,330,-3291,1022,-1154,1861,-686,-1570,-3286
ABalapaaaa	-296	0	1462,-681,2871,-197,951,675,-2857,-1561,-4258,1186,-301,-800,1878,262,168,509,-2000,-304,-64,-1257,661,465,-2672,-1249
ABalapaaap	325	0	5424,-1294,-1823,325,-173,595,4689,4324,2665,-3217,375,-2027,-62,-1105,-1647,-2176,-152,-2039,982,-1010,2569,-525,1858,1240
ABalapaap	55	0	-1778,293,-1968,1267,1305,131,1668,354,309,805,-409,615,-2452,-985,-3061,150,-614,-749,-1303,1038,-762,386,1660,2490,-819,422,287,318,-1395,401,1168,-1176,103,-1248,191,4940,232,269
ABalapaapa	-3	0	390,-2353,-221,-672,3520,2828,-2773,-278,-815,1321,537,-3589,-1514,988,-2256,-145,-1303,4591,727,75,1047,-15,-1014,-858,829,1132,-254
ABalapaapp	-169	0	-3325,5271,2813,285,-751,-4811,121,-583,-702,745,4528,-1087,-1049,-2607,-366,1051,551,713,743,-612,-308,-1673,10,-2292,-498,-1479,754
ABalapap	-415	0	-30,-4220,1062,-378,1035,18,530,-707,254,-727,-911,-851,928,-1574,84,-344,-1255,1397,-780,-2017,-1595,-1227,1666,-1452,2286,357,-2759
ABalapapa	-589	0	5627,201,-502,-632,-1490,1002,-1878,-2104,-2995,1662,491,522,792,-81,3523,-3012,-1499,-3956,2967,1911,-303,-486,-678,-324,-963,2168,-1687,3818,-3924,1640,-5671,-1474,1081,-3724,-5281,-2776,-1163,1267,-2402,630,136,-2346,-529,-3487
ABalapapaa	-1186	0	2017,3504,-1090,-2870,-478,-1467,-879,-866,-3367,2219,-951,2915,-3684,-1568,-1358,-1321,-5240,-4039,-1938,-6201,2174,5206,-5753,-3437
ABalapapap	-629	0	-1484,2058,-2590,-3438,-2859,-5720,2377,-297,1457,-588,-389,1452,1461,-2426,-1530,-1979,503,446,-2263,2300,1822,-2671,1764,-2496
ABalapapp	28	0	-1058,-747,2318,1560,-100,753,2722,-661,2074,3699,1534,-624,1210,91,1364,-2628,2539,-1726,-1396,1090,-1162,354,-1365,561,1114,850,-589,-1316,235,-727,-251,-836,-1218,-2199,-3535,-904
ABalapappa	-1046	0	-3426,-2483,-4071,-1158,-4856,-980,-226,-847,2138,-2275,2311,2219,-3449,-1046,-2383,-3616,-1347,-1208,-3011,-3440,3183,1638,-3693,2025,-5411,578,1277,-5471,2423,1275,-421,2276
ABalapappp	-700	0	970,5878,-1266,531,1195,-4018,498,2519,-4415,-1803,-2174,14,-3496,1617,-721,-1202,-2043,-4730,-4571,-1628,-2826,815,2024,-2046,-3296,2339,-2689,-1874,2195,2252,-2983,2527
ABalapp	-738	0	254,-367,-821,479,-1848,-1773,-1998,-1272,-1591,-1024,-735,552,-300,516,-1359,860,-1260,-257,-947,-1587,-109,-1660
ABalappa	-58	0	-1223,624,484,-404,-2341,2386,496,-2700,-203,2119,1513,50,677,-1054,-479,-1216,-257,-206,-448,300,3127,2488,-649,-1289,-680,1,2617,-2576,-2229,-1879,-262,1352
ABalappaa	-435	0	-710,1188,1261,-1308,1346,924,-728,-1242,701,1046,-1613,-679,612,-457,-1503,-205,-1197,-4700,336,-635,3826,-1334,3114,-2104,-358,362,-2137,3137,-3480,-3233,-2267,-1924,-2540,328,-498,2879,1287,-378,-2215,-2040,265,1311,-2103,-944,-623,657,-1875
ABalappaaa	-347	0	1530,1197,-2207,-1295,-519,1028,417,5359,-4082,859,-4070,-886,2994,-2056,2833,-5822,-1182
ABalappaap	-1918	0	-2243,184,350,893,-3487,-1166,-3552,-4507,-2529,-6132,-1246,1361,-4026,-1211,-893,-1492,-2917
ABalappap	-1093	0	-3169,1636,2747,-475,1502,365,-6312,-5126,-1108,-3627,-237,-747,-856,-4067,1029,2065,-1185,-2165,-2003,-2219,-1807,560,-1593,1587,-155,3266,-225,771,-1370,1448,-1380,-295,-1633,-3672,-203,-3816,-3720,-5348
ABalappapa	-747	0	-1597,-1934,-4597,190,-2611,1107,-171,-5276,-317,-662,1057,1585,-2671,-2814,1692,-1506,3280,717,842,-4035,4938,-5104,655,-2236,-3215,3254
ABalappapp	-569	0	2724,1692,296,443,-1907,-2094,-3402,-488,-608,342,-1093,1969,-739,-2994,-4967,2329,-682,2225,-1916,1321,-416,356,-2781,-2339,-587,-1471
ABalappp	-290	0	-1946,1002,2636,1148,-3,-1096,-1198,435,-758,-1193,1556,-2409,493,-392,-818,-1824,418,1082,-636,1969,-2579,1006,-2317,-1285,-876,43
ABalapppa	164	0	389,2850,2472,-639,749,3159,315,975,169,2623,-387,1985,198,237,980,-1592,230,-116,-1772,95,-333,590,341,-368,-655,-2095,-1894,-229,-115,-1834,-1898,3055,568,2659,-4527,-287
ABalapppaa	-1156	0	-1442,-2768,-2031,-3854,2255,373,3237,-2238,2766,-3203,-405,-2671,-2404,501,-44,-458,-2857,3199,-2386,-3740,-3801,-210,-1785,1104,-696,2136,1342,-275,-3337,-1668,-2902,-1303,-3776,-5967
ABalapppap	-1442	0	-1471,2338,-225,1319,-4655,-251,-712,-498,-746,-5065,-501,-1196,-3747,-2880,-2405,395,-3644,-502,-3262,-2791,-4789,-1979,-858,-1246,2672,-1947,-3757,-1907,842,-697,840,1132,-4539,-2279
ABalapppp	-845	0	2933,1638,-1682,1856,-1864,-1914,-2256,-3566,657,-1108,-1030,-88,1515,-1189,73,-1421,-1644,-2551,360,-1411,435,-4758,-2137,-1227,-4035,209,-3273,-2124,1330,-2006,1169,169,1067,-873
ABalappppa	-762	0	-4998,2993,-1050,899,-1828,1546,-3069,4006,719,-274,-1312,862,-2352,-708,-1498,-5215,-2884,-5246,950,458,-3965,1491,-645,-1514,-507,363,-355,-2483,-2661,-1398,-806,2493,809,-1136,794,89
ABalappppp	-975	0	-152,-5280,2717,137,1022,-3532,201,-1091,1908,-4591,356,-236,3526,-1320,-493,-4880,-5157,-4280,-1854,707,1435,-4077,-2112,-573,-244,-3181,-477,-2134,-3583,3599,-318,-1952,1301,-2158,-324,1985
ABalp	-1634	0	-349,-1619,-3146,-2372,-1144,-1100,-733,-2114,-1835,-1190,-1272,-2055,-2318
ABalpa	-1468	0	-1975,903,-2648,-1021,-950,-1744,-2441,-318,-2368,-2619,-2457,-2388,-1232,-1574,-825,-936,-1971,-1342,6
ABalpaa	1112	0	448,453,-794,1169,508,-294,-974,2744,70,-1108,469,2388,2906,1486,2208,1755,2974,3046,3390,-6,507
ABalpaaa	15700	1	1291,4012,5444,9461,7049,10302,12656,13658,14603,13436,12688,14922,16004,19196,13570,18696,18344,16514,24667,15634,19910,26972,19968,20285,26725,23642,25187,24790,17563,12117,7390
ABalpaaaa	32913	1	8547,10206,17633,23775,28360,32504,24189,33555,28620,33687,28673,35437,36955,35144,33087,36417,38003,36785,34609,41356,41688,35194,38201,35448,35437,41397,38748,39558,40888,39455,41602,31347,40017,31352,41706,39107,43384,32941,24213,22333,17873
ABalpaaaaa	45233	1	17217,20623,25001,22837,39457,41282,40828,45324,39385,42513,52220,48558,42304,50450,59972,51024,49512,66212,50029,48293,61827,61608,51043,56295,41930,50324
ABalpaaaap	41875	1	17435,24901,28942,37902,53633,30721,34547,44946,37129,39803,35195,41123,38246,42267,46859,44898,46145,47566,47691,43146,55020,52308,47082,57272,38167,55810
ABalpaaap	30770	1	7517,17080,24256,25188,29274,30286,28259,25167,27524,36866,31742,32248,32713,36174,37995,34595,29573,26673,33721,35387,35175,36910,30097,36836,42010,33389,40420,38384,41360,35381,39379,27060,34451,36607,38278,31355,32707,20426,27345,8303,13461
ABalpaaapa	33503	1	18288,11821,24577,38938,37133,23176,32268,32768,34701,39379,33066,34996,34839,32949,35335,37619,43637,34586,30953,43571,34387,36220,39982,36898,31007,37980
ABalpaaapp	33604	1	12670,19561,34141,24761,29666,32748,26885,32664,30730,26649,33717,34345,35793,39732,39384,37324,41812,28953,41326,39565,42064,44887,34594,37342,39170,33231
ABalpaap	10202	1	2545,1708,5845,3393,4419,4667,5194,6879,8315,9826,11831,11186,12722,12531,11337,11991,14000,14067,16086,16282,19333,17326,16489,14197,2873
ABalpaapa	22426	1	1972,2273,11882,12813,21446,25028,24342,26994,29771,24133,21036,26669,26479,30482,28943,21839,30035,29332,25151,23899,29776,23432,22532,24175,26420,29409,28708,24577,19254,13376,9035
ABalpaapaa	39750	1	6849,4376,11445,15183,18099,31841,30815,38957,27934,26335,36700,42180,37649,38531,46245,41241,40103,51444,45585,35619,43250,37294,53444,40638,49604,41224,44456,45049,41961,50772,55340,57978,61194,43149,48715,45273,54131,46961,43449,50051,40365,48058
ABalpaapap	42317	1	8203,10899,15238,21038,29820,33975,28973,37564,31164,34253,42689,42702,45922,46399,38975,45325,44078,46183,54323,41908,51282,50840,45891,46091,44643,46535,54566,51505,59111,55642,54389,57171,60042,57496,55955,38414,52226,52486,16449
ABalpaapapa	32582	1	24201,30443,43103
ABalpaapapp	19406	1	16296,12833,29089
ABalpaapp	20565	1	-296,4580,9352,11810,15605,16805,16774,18560,16679,18020,20076,24023,24235,19991,24349,23302,27360,24124,23335,16501,33155,21341,21682,22939,22163,23356,27086,26755,26872,29721,30830,30494,26666,22144,11481,26173,21642,20594,11990,10318
ABalpaappa	18196	1	4562,8507,16061,16585,21543,23009,19109,15241,16429,18759,21080,16421,24985,22729,15525,25022,24808,20574,22452,20898,17305,22872,25374,22670,22014,13601,9642,13106,12153,16871,15528,17681,17347
ABalpaappp	18888	1	10641,11751,12187,16967,15840,20646,21697,14963,22004,20175,12498,22602,22471,25338,24260,22763,22114,18645,22505,16968,19728,17147,22521,21509,16611,18382,20650,16845,16163,21856,21822,15184,17852
ABalpap	1559	0	-1347,-1817,1090,216,-330,-880,1669,443,1211,1754,927,978,2488,2363,3803,4542,6191,6433,2102,1205,-301
ABalpapa	7777	1	-2316,1193,4483,3498,6790,5127,5234,10499,10599,8148,10216,8998,9885,6324,8027,10986,10637,8001,11517,13311,10561,10639,10107,11364,8624,4530,2987
ABalpapaa	10265	1	5792,3272,6808,11931,8332,8920,9656,13364,12763,10576,12014,12121,11739,16086,13972,12910,11638,13232,11790,12573,9625,11435,9138,12342,10397,13184,9877,9707,9871,11123,7946,8153,7351,12664,10182,7621,8213,1742
ABalpapaaa	5477	1	-375,-2689,4254,3923,5768,5731,8270,5879,6325,8344,5879,5123,2715,10943,5195,5323,6259,9170,8997,4501,4897,2708,10117,5334,2557,11582,6871,4739,6359,7294,2798,2731,3233
ABalpapaap	5302	1	3471,4658,1936,9308,8799,-1141,12045,11732,5184,9436,6271,3649,2349,7015,2518,5546,3853,9062,2677,5650,15,1791,7673,5349,3466,6445,5594,3286,4792,3165,9032,5979,4359
ABalpapap	8348	1	264,5427,10470,10255,8884,11372,9683,11021,11010,9080,12837,11433,7620,10874,8539,8807,10925,8771,13770,9469,9728,9843,9965,5164,6994,8089,6487,5470,6330,6729,6956,10842,6906,4980,2830,2688
ABalpapapa	5985	1	1392,460,4846,4189,6884,9025,5993,6328,9234,8985,9479,9688,4236,2797,6907,7338,3256,4603,7498,5734,6265,7580,8024,7256,3871,7197,2189,4878,8974,5660,6453,8834,2983,7560,2895
ABalpapapp	5161	1	1367,2948,6369,7031,6235,6498,4681,5901,4234,2727,872,7472,3333,6957,8014,7173,6393,4886,5260,3385,2173,5593,3658,8036,7776,4934,6241,4020,3551,3951,6209,6258,4026,4890,7577
ABalpapp	8787	1	3100,1725,5141,5551,6692,9070,7180,9137,8461,9212,10372,9188,8900,10605,11525,9777,10450,11917,13736,10489,13513,11826,10678,2642
ABalpappa	24720	1	2210,5824,5313,13310,16794,14596,20526,19998,25710,25012,25276,26553,21283,23386,27435,28520,24716,28482,36255,32036,34402,38823,34334,29650,35217,38185,28146,34571,30887,32216,36779,17836,12892,13299
ABalpappaa	34725	1	13909,19017,29010,27235,34643,35952,36525,28598,27053,49022,39732,34345,33478,33854,39477,37000,37403,38862,27928,34454,31332,35582,42736,38935,41154,34414,34706,37198,31400,50447,39423,34349,27459,38012,37909,35705,37422,40930,26559,35833
ABalpappap	31447	1	16573,28500,27380,31922,34191,41622,39619,39544,32283,35623,36480,39191,33873,32988,38497,38040,27512,29098,25586,21055,23967,33328,31379,23437,29545,36554,38653,26907,28390,23151,27878,34720,26681,31740,33850,33148,27905,34870,41134,21061
ABalpappp	22810	1	1739,6286,12522,11998,17916,14471,20939,17148,22831,16383,20360,18278,22048,22247,26669,23335,22574,25700,31964,30475,26667,30611,30629,34484,26113,33750,41939,30206,30074,31985,27078,12140,11186
ABalpapppa	45846	1	10988,8642,17865,20401,28188,33003,43937,47708,40616,38326,39693,37106,43291,32207,36629,49902,42684,44632,46843,47628,57085,41171,54630,51329,46780,56956,51521,66235,52414,52843,53981,53990,59421,52386,56863,62171,60414,56023,59520,66060,57619
ABalpapppp	53571	1	9741,15986,19207,30470,36542,42608,59915,48758,45351,50726,52169,53948,54436,55892,58557,57396,51815,65495,57432,57594,66689,46059,59040,52934,63395,76688,61948,66765,71459,74343,62584,81504,58164,66298,64515,69803,61452,34950,26630
ABalpappppa	26436	1	26940,25933
ABalpappppp	23964	1	22468,25460
ABalpp	-88	0	1246,734,1004,380,-343,501,1459,-624,35,-619,-340,-625,-718,533,-992,-1288,-731,-1726,444
ABalppa	-756	0	369,-621,-1468,-950,417,-1289,-392,557,-159,-711,-781,-727,-1966,-216,-1581,-1138,-1474,-1304,89,-1295,-2254,-50,-443
ABalppaa	-455	0	37,4325,-1630,668,1397,-4771,-1635,-2288,-1772,1335,-909,-346,-830,-3109,3467,4308,-51,300,841,-1442,-1882,-1661,-1030,-924,-1602,-2089,-2554,990,-1770,1001,-485
ABalppaaa	-1289	0	-579,-3232,1573,-3135,1087,-2068,-1063,-2825,-4796,-2400,-3831,-2721,771,-1102,-3277,562,350,-3362,180,1541,-1382,-713,-882,-3418,1827,-5737,142,-291,72,283,-1038,231,-4355,-2286,-2073,-3051,-699,950,-1704,-142,-247
ABalppaaaa	165	0	-2031,-3105,-4952,-5432,1328,-1408,3883,-770,-406,-2074,188,929,5407,1457,-1843,-1768,1501,1060,3226,257,905,129,2910,4570
ABalppaaap	-1086	0	791,1751,-1920,-230,-1367,-324,337,-2268,-3114,-517,479,-1085,-3441,-2121,-4926,-2469,1143,-1609,-1122,-3662,1645,931,-1957,-1020
ABalppaap	-782	0	-281,108,25,-217,1660,-16,-4187,-974,-2152,109,-564,-445,-1106,-75,-2582,-1437,206,-1166,950,-2041,-929,-1174,714,-78,641,-3119,1392,-3562,-2846,-183,-2300,54,-1522,-3075,-260,-2064,-99,-436,2520
ABalppaapa	-833	0	4612,794,-869,874,-4206,-286,-3097,-562,-349,-4904,-229,951,-5306,-1568,-550,694,-891,-3534,574,1134,-971,2540,-377,-2506,-1177,-2445
ABalppaapp	-325	0	-1261,1581,1673,-768,-113,-316,-1631,198,-2608,3476,-605,1418,2404,-733,2778,1816,469,1530,-2735,-2682,-4139,-1730,-1254,-3286,-1992,53
ABalppap	-1223	0	-1445,-2695,-488,1119,933,-537,-583,-1348,922,-1429,1347,-811,-326,-938,-409,-3215,-3211,-2703,-2462,-477,-114,-2847,-3089,-4036,-1432,-1734,-1002
ABalppapa	-1348	0	-1650,-1802,1338,-372,-4565,-1796,-2045,-1759,-931,646,-2705,-869,-3903,-2476,-199,-5472,-1919,-1111,-3893,-61,-1224,-2016,-640,754,-1839,-744,-40,-2683,-585,-2653,-1629,708,-2836,1832,-157,315,-887
ABalppapaa	-792	0	-4499,2424,793,536,970,-3402,-2904,1284,-2950,-5193,-1814,-1695,-3754,-3080,2445,2966,2476,-212,-1701,-1699,-290,1622,546,-510,-523,611,307,-2605,-2612,-4019,-1190,2333
ABalppapap	-695	0	725,2261,-959,143,-2247,-3046,1693,-2215,-404,312,-171,-5875,-2964,-2574,-766,5140,1610,-2240,-763,-2740,-1177,-2132,-664,1608,-713,-2588,239,-649,391,-295,-247,-939
ABalppapp	-1572	0	-3282,-2893,-2957,1159,-1112,-1580,259,-3911,-4347,30,1512,-1380,-2827,-917,-1822,-2445,-1295,-2215,-2051,-568,-74,-519,-2238,-939,-3802,-1738,-2387,-16,-3806,-1573,-1942,-1432,2507,-2837
ABalppappa	-1096	0	-818,3192,-1690,-3206,-3161,1621,-732,787,-496,1115,-456,-1082,-4552,-2819,-2955,670,1244,655,-620,-381,-2504,189,-251,-1963,-1907,-2038,-1958,-2197,-2025,-1467,-307,-2354,866,-5514,-1239
ABalppappp	-420	0	-669,728,-3863,-101,1916,-2604,-1146,228,-319,-1513,176,-2708,-603,-33,-1550,-4915,-266,-1016,403,-2314,2111,3462,-119,-351,-610,1506,-114,410,-1379,755,-875,1279,585,-974,-208
ABalppp	-1101	0	723,90,-859,-3343,430,-3205,-2636,-189,-1557,-444,-354,-539,-1869,-797,-637,-2562,-799,-1958,-2400,248,-465
ABalpppa	-1254	0	-1627,-2269,751,-2793,-2492,-2410,939,632,260,-1366,-1535,-1596,-1697,-352,-3231,-2470,-2127,-1348,-2742,-1061,326,-1441,49,-1681,-1654,-922,366,-1619
ABalpppaa	-374	0	156,-1986,-3265,764,1010,860,2842,142,-1047,408,2009,-1997,-3280,-444,-1933,-4052,775,2314,1238,1372,3084,-3336,-643,403,-3014,-3846,1710,-2996,-2837,2487,-2623,850,856,-139,-455,-1868,-1487,278,1858,854
ABalpppaaa	-474	0	1028,264,-238,1564,4301,1403,-2998,-443,-1987,2,-1026,-2961,-1822,-1234,688,636,-1656,-4480,525,-1111,-1424,-956,3309,-3457,307,632,-1910,-3378,2244,-49
ABalpppaap	426	0	1703,797,-2232,-895,-1068,1079,-1464,4672,3161,-2940,1166,1336,-601,4169,-2188,1168,224,1403,528,1533,-3776,-882,-2014,-883,2050,-2190,3347,4165,525,887
ABalpppap	-838	0	-900,-536,677,319,772,-1262,-1934,633,-930,-1435,-1985,-470,-3252,-935,-1187,-2268,-1310,-1768,-3429,933,-1001,-1390,-1824,-1372,-2659,-1754,60,1133,1441,1224,-405,792,-2568,-341,-400
ABalpppapa	-693	0	0,-356,775,-2588,16,-2157,-3794,-812,-3208,-180,-96,3810,-5647,2035,-1951,-3671,-885,-3010,5,-3697,2333,-2183,-425,3414,3626,-37,303,367,-3947,-2487,445,1441,-542,-1841,695
ABalpppapp	-179	0	-1588,-1274,-1660,-140,-588,-849,302,3799,272,1583,-537,2210,2660,541,1007,-2109,-1336,881,1573,-786,1097,-3148,-688,423,-1517,-3607,-2351,1920,1233,-962,600,-445,-2591,1967,-2170
ABalpppp	-653	0	-57,630,-3394,1271,-219,-364,-2056,-1603,-772,-1699,-2862,-1149,-1183,565,-1038,-861,-1727,381,-677,-989,-1085,473,-47,-319,2452
ABalppppa	-217	0	2026,3144,1039,1333,1002,-378,-1931,753,160,2326,-650,1517,-474,-1507,-1327,-3487,-544,-2807,294,-1645,-312,-1176,-1208,-1726,-190,-1138,161,-1874,2088,684,-739,-1399,1972,-1814,-102,120
ABalppppaa	-329	0	5104,-2128,2586,-276,-2531,-1264,2337,-1075,2000,813,-968,3652,-3571,1347,1692,341,-2475,-1062,-3100,190,823,-3167,2645,-2659,193,-619,-2883,-1954,-1376,584,-1321,-466,774,-819,-1836,111,-1830
ABalppppap	117	0	1799,-333,-3836,-451,3,2670,1257,3111,4401,-393,2371,-704,1203,46,-53,-1447,3378,-1079,3029,-158,-1748,399,1120,-2577,-709,-4881,1974,-922,-1173,-114,770,217,-481,2169,-266,-1289,-2966
ABalppppp	-565	0	-2055,1961,-257,-2161,731,-366,-2448,774,-29,-2556,1244,464,-1030,-1954,-1074,-992,-1821,-1710,1776,2650,-1658,-1463,-24,1046,1187,-76,-1890,-483,-997,-942,-3366
