cell_name	average_expression	binary_call	time_point_expression
ABalppappp	-246	0	3819,2943,310,-423,-3275,2773,-1659,1090,1202,-4462,187,2675,-2290,-2834,-465,-1092,2,-211,-609,-948,216,-5123,-1009,4732,-904,-239,1894,-261,-14,2173,-3951,-2358,-3
ABalppp	-1920	0	-2649,-2757,-622,405,-3593,-2088,-1560,-3829,-2682,541,-3070,-481,-2717,-2526,-1347,-1514,-3082,-1989,-1463,-2675,-620
ABalpppa	-990	0	-422,-2001,-861,-1751,-1387,-1747,-2883,-1595,-1813,605,-650,-1170,156,-2458,-450,181,-132,-1593,663,-931,-184,-1908,-1530,-3110,605,-512,159
ABalpppaa	-769	0	409,-2356,-1104,3314,1288,-310,-1932,21,-1501,384,-1132,-2239,-2172,678,-649,-167,-1878,752,2124,-1171,-2738,-11,-222,52,1017,-4514,-457,-1769,-362,-13,-741,-998,18,-1189,-3137,-1312,-1966,-2173,-1837
ABalpppaaa	-857	0	-213,-1140,-2295,-1276,-2540,2037,2537,-1578,-1329,1065,-1373,-3398,-2728,-725,-3087,-1527,-2060,1922,-1792,-827,1000,240,2400,-1188,-852,-3554
ABalpppaap	-262	0	-1423,-916,212,1460,487,293,164,-4299,-185,-273,-2528,2567,-2397,-2054,842,3901,-546,627,-2842,-5788,-1154,1038,2986,-1250,4332,-59
ABalpppap	-1224	0	-862,-1995,-496,-2983,-1155,-2365,-2174,-3714,-3641,1381,-724,-2208,-2234,-1790,-1534,-3046,-835,-580,264,-2510,-1241,231,-1657,-2684,1770,-2497,1451,-1310,-796,1664,1169,-2082
ABalpppapa	-324	0	60,99,728,1190,-668,-745,-886,2119,151,801,-3404,-1867,-3114,475,-140,-3706,90,-380,4024,-565,-3180,4254,566,-2748,-2109,172,-440,-2102,-117,-1143,693,-178,1374
ABalpppapp	-531	0	-2285,942,-1833,-1602,741,1412,1746,-1668,-339,2374,-2836,-913,1701,1255,-581,-1717,-2411,-1121,-4437,-512,59,-3191,695,-2214,3278,-670,637,1167,39,234,504,-3321,-2658
ABalpppp	-1081	0	-4529,9,-280,-2467,1318,-1540,-1138,-2757,-3116,-642,-1637,2236,-912,-1594,-745,-1005,-1627,-1551,161,-60,-681,-734,-1768,-785,-1169
ABalppppa	-870	0	-95,651,447,-2773,3084,-2176,100,-394,-1226,631,729,-260,202,2701,-839,-4053,-4268,2162,-3998,-1317,-3807,-1766,319,-1031,-1603,-2206,-3498,-397,-1632,-1680,-1716,-1481,282,-958,1404
ABalppppaa	-984	0	-1784,1504,-1243,-3937,-488,1228,-632,-3123,-1244,2162,-1719,-5159,1681,-1136,-2102,-2501,547,-2759,2582,1138,3971,-5703,-1661,-2949,2228,959,-2183,-1550,-3588,-1852,-1489,-671
ABalppppap	-1367	0	-127,-2412,-1113,-510,-1474,-2434,-2700,-4390,-2136,907,-1802,-1905,-2743,3516,-1282,151,-641,998,-357,-2883,-2304,-1870,-11,-4690,-175,-3483,-1096,-4417,-4094,1573,509,-334
ABalppppp	-1913	0	-927,-2285,-1661,-115,-1177,-2583,-2308,-1263,-1091,-3992,92,-3483,-2192,-5221,-2206,-3647,-3905,684,-2475,-1494,-822,-988,-2389,-3843,-1767,-1832,-1994,-2450,-222,-211,-1542
ABalpppppa	-1245	0	-1639,1052,-2303,-586,3083,-3696,-1074,2366,-3018,3441,-5208,-2204,-4311,-4206,1994,-4596,-459,2146,-2344,1892,497,-1171,1832,-1289,-501,-4444,-4612,-2035,6,-1062,-633,-3313,-1448,1973,-6289,-2678
ABalpppppp	-1772	0	-5464,233,-1296,-2554,-2706,-39,-1928,-2752,1314,-1909,-1728,-1968,-3031,-2146,-4578,-1061,-3016,1261,-1348,-901,-936,-414,-2865,-1640,353,-1350,-4095,-5780,-3392,-5589,506,2080,174,-1909,-1252,-2060
ABar	-1213	0	-1839,-1414,-373,-1777,-617,-1312,-337,-692,-2345,-2481,-958,-416
ABara	-294	0	48,-50,-1100,-299,-870,-1515,-1427,-345,-1013,-421,-64,1636,1592
